timestamp,name,price2025-07-12T23:45:52.416Z,"Bitcoin Price Test",117313.09
2025-07-12T23:46:39.694Z,"Bitcoin Price Test",117313.09
2025-07-12T23:47:00.525Z,"Bitcoin Price Test",117313.09
2025-07-12T23:48:03.739Z,"Bitcoin Price Test",117316.01
2025-07-12T23:52:53.666Z,"Bitcoin Price Test",117452.29
2025-07-12T23:53:28.050Z,"Bitcoin Price Test",117453.12
